name,startTime,endTime,attention,thoughts,about,cb,seaName,sample_num,x,t,time
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,0,0.07734375,0.08333,2022-02-01T18:47:20.617Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,1,0.20703125,0.08333,2022-02-01T18:47:22.149Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,2,0.33046875,0.08333,2022-02-01T18:47:23.509Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,3,0.45390625,0.08333,2022-02-01T18:47:24.937Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,4,0.57734375,0.0833300000000814,2022-02-01T18:47:26.349Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,5,0.70390625,0.08334022994892899,2022-02-01T18:47:27.875Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,6,0.82734375,0.36334850114249406,2022-02-01T18:47:29.363Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_1,7,0.95234375,0.0834921604233723,2022-02-01T18:47:31.671Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,0,0.08046875,0.16666376818858944,2022-02-01T18:47:49.449Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,1,0.20859375,0.8242902876846833,2022-02-01T18:47:50.501Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,2,0.32890625,0.17412991865832902,2022-02-01T18:47:51.797Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,3,0.45859375,0.1666600088186848,2022-02-01T18:47:53.111Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,4,0.57890625,0.16666,2022-02-01T18:47:54.245Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,5,0.70703125,0.16666,2022-02-01T18:47:55.607Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,6,0.82734375,0.16666,2022-02-01T18:47:56.643Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_2,7,0.95234375,0.16666,2022-02-01T18:48:00.715Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,0,0.07890625,0.243333,2022-02-01T18:48:20.381Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,1,0.19765625,0.243333,2022-02-01T18:48:21.707Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,2,0.32109375,0.24333300000318375,2022-02-01T18:48:22.863Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,3,0.46015625,0.27063657651684764,2022-02-01T18:48:24.331Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,4,0.57109375,0.6233707098801039,2022-02-01T18:48:25.513Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,5,0.69921875,0.24333324730054273,2022-02-01T18:48:26.779Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,6,0.83046875,0.243333,2022-02-01T18:48:28.203Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_3,7,0.94921875,0.243333,2022-02-01T18:48:29.551Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,0,0.07890625,0.3333,2022-02-01T18:48:46.043Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,1,0.20234375,0.3333,2022-02-01T18:48:47.404Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,2,0.32578125,0.3333,2022-02-01T18:48:48.449Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,3,0.46015625,0.3333000000000017,2022-02-01T18:48:49.720Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,4,0.57890625,0.33330097044258994,2022-02-01T18:48:50.931Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,5,0.70234375,0.43885406066986665,2022-02-01T18:48:52.343Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,6,0.83203125,0.4125847965412184,2022-02-01T18:48:53.969Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,rough_4,7,0.94921875,0.3333000000000119,2022-02-01T18:48:55.315Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,0,0.07890625,0.648939130859375,2022-02-01T18:44:48.569Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,1,0.20390625,0.5058401725260417,2022-02-01T18:44:50.745Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,2,0.32890625,0.3835745475260417,2022-02-01T18:44:52.691Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,3,0.45390625,0.282142255859375,2022-02-01T18:44:55.091Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,4,0.57734375,0.20242220377604164,2022-02-01T18:44:57.505Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,5,0.70390625,0.1417776725260417,2022-02-01T18:44:59.427Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,6,0.83046875,0.10249056315104169,2022-02-01T18:45:01.414Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_1,7,0.95390625,0.08474642252604167,2022-02-01T18:45:05.043Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,0,0.07890625,0.19246709719657898,2022-02-01T18:45:22.783Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,1,0.20546875,0.3176037220096588,2022-02-01T18:45:26.674Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,2,0.33046875,0.49569656411170937,2022-02-01T18:45:28.645Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,3,0.45234375,0.6709237512683868,2022-02-01T18:45:30.093Z
gGD8zbq2p68h6VtR0VAiwFvdTR959yWg,2022-02-01T18:43:21.499Z,2022-02-01T18:50:27.580Z,puppy,checking accuracy with limited sonar scans; oceans and stuff,explore the sea and check how deep it is without swimming down there yaself,1,smooth_2,4,0.58046875,0.8027733615970611,2022-02-01T18:45:32.334Z
