name,startTime,endTime,attention,thoughts,about,cb,seaName,sample_num,x,t,time,rough_1_c,rough_2_c,rough_3_c,rough_4_c,smooth_1_c,smooth_2_c,smooth_3_c,smooth_4_c,flat_c,sampling_policy
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,0,0,0.08333,2022-02-01T19:55:27Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,1,0.16927082538604737,0.08333,2022-02-01T19:55:28Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,2,0.3786458492279053,0.08333,2022-02-01T19:55:29Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,3,0.5552083492279053,0.0833300000000014,2022-02-01T19:55:31Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,4,0.7645833015441894,0.0881865999130577,2022-02-01T19:55:32Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,5,0.8817708015441894,0.6523133771329022,2022-02-01T19:55:37Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,6,1,0.08333,2022-02-01T19:55:38Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_1,7,0.6552083492279053,0.08333001926733652,2022-02-01T19:55:41Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,0,0,0.16666,2022-02-01T19:56:09Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,1,0.15364582538604737,0.2766515056523502,2022-02-01T19:56:10Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,2,0.3739583492279053,0.16682828787242038,2022-02-01T19:56:11Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,3,0.23333332538604737,0.7434640219298758,2022-02-01T19:56:12Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,4,0.5520833492279053,0.16666000000000203,2022-02-01T19:56:14Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,5,0.7239583492279053,0.16666,2022-02-01T19:56:17Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,6,0.8786458015441895,0.16666,2022-02-01T19:56:19Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_2,7,0.9927083015441894,0.16666,2022-02-01T19:56:20Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,EQ1
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,0,0,0.243333,2022-02-01T19:57:59Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,1,0.17708332538604737,0.243333,2022-02-01T19:58:00Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,2,0.4208333492279053,0.24379982174092718,2022-02-01T19:58:01Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,3,0.6317708492279053,0.24921908171279739,2022-02-01T19:58:03Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,4,0.8333333015441895,0.243333,2022-02-01T19:58:04Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,5,0.29270832538604735,0.24333300000000102,2022-02-01T19:58:05Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,6,0.7177083492279053,0.24333300471833189,2022-02-01T19:58:07Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
0GUSyukRMAazlQgHuBnEKfFcQgQ3rcM9,2022-02-01T19:46:50Z,2022-02-01T20:00:41Z,puppy,Test hand and eye coordination.,Measure the depth of sea level,1,rough_3,7,0.5223958492279053,0.8260212339439655,2022-02-01T19:58:08Z,RES,EQ1,RES2,EQ2,UNS,UNS1,UNS,UNS1,1,RES2
